NC_045512.2_sliding:10000-10024,CM028482.1_Gallus_gallus_isolate_bGalGal1_chromosome_1__whole_genome_shotgun_sequence,17,25,196449156,1,17,113173611,113173627,100.000,0,0,0.57,33.4
NC_045512.2_sliding:1000-1024,CM028495.1_Gallus_gallus_isolate_bGalGal1_chromosome_14__whole_genome_shotgun_sequence,19,25,15331188,4,22,6155460,6155442,100.000,0,0,0.040,37.2
NC_045512.2_sliding:1000-1024,CM028495.1_Gallus_gallus_isolate_bGalGal1_chromosome_14__whole_genome_shotgun_sequence,17,25,15331188,5,21,13387249,13387265,100.000,0,0,0.57,33.4
NC_045512.2_sliding:1000-1024,CM028484.1_Gallus_gallus_isolate_bGalGal1_chromosome_3__whole_genome_shotgun_sequence,17,25,110642502,2,18,22715333,22715317,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10006-10030,CM028482.1_Gallus_gallus_isolate_bGalGal1_chromosome_1__whole_genome_shotgun_sequence,17,25,196449156,9,25,192819857,192819841,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10007-10031,CM028482.1_Gallus_gallus_isolate_bGalGal1_chromosome_1__whole_genome_shotgun_sequence,17,25,196449156,8,24,192819857,192819841,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10008-10032,CM028482.1_Gallus_gallus_isolate_bGalGal1_chromosome_1__whole_genome_shotgun_sequence,17,25,196449156,7,23,192819857,192819841,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10009-10033,CM028482.1_Gallus_gallus_isolate_bGalGal1_chromosome_1__whole_genome_shotgun_sequence,17,25,196449156,6,22,192819857,192819841,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10010-10034,CM028482.1_Gallus_gallus_isolate_bGalGal1_chromosome_1__whole_genome_shotgun_sequence,17,25,196449156,5,21,192819857,192819841,100.000,0,0,0.57,33.4
NC_045512.2_sliding:1001-1025,CM028495.1_Gallus_gallus_isolate_bGalGal1_chromosome_14__whole_genome_shotgun_sequence,19,25,15331188,3,21,6155460,6155442,100.000,0,0,0.040,37.2
NC_045512.2_sliding:1001-1025,CM028495.1_Gallus_gallus_isolate_bGalGal1_chromosome_14__whole_genome_shotgun_sequence,17,25,15331188,4,20,13387249,13387265,100.000,0,0,0.57,33.4
NC_045512.2_sliding:1001-1025,CM028484.1_Gallus_gallus_isolate_bGalGal1_chromosome_3__whole_genome_shotgun_sequence,17,25,110642502,1,17,22715333,22715317,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10011-10035,CM028482.1_Gallus_gallus_isolate_bGalGal1_chromosome_1__whole_genome_shotgun_sequence,17,25,196449156,4,20,192819857,192819841,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10012-10036,CM028482.1_Gallus_gallus_isolate_bGalGal1_chromosome_1__whole_genome_shotgun_sequence,17,25,196449156,3,19,192819857,192819841,100.000,0,0,0.57,33.4
NC_045512.2_sliding:100-124,CM028483.1_Gallus_gallus_isolate_bGalGal1_chromosome_2__whole_genome_shotgun_sequence,17,25,149539284,5,21,79998462,79998478,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10013-10037,CM028482.1_Gallus_gallus_isolate_bGalGal1_chromosome_1__whole_genome_shotgun_sequence,17,25,196449156,2,18,192819857,192819841,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10014-10038,CM028482.1_Gallus_gallus_isolate_bGalGal1_chromosome_1__whole_genome_shotgun_sequence,17,25,196449156,1,17,192819857,192819841,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10018-10042,CM028486.1_Gallus_gallus_isolate_bGalGal1_chromosome_5__whole_genome_shotgun_sequence,17,25,59506338,9,25,47731468,47731484,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10019-10043,CM028486.1_Gallus_gallus_isolate_bGalGal1_chromosome_5__whole_genome_shotgun_sequence,17,25,59506338,8,24,47731468,47731484,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10020-10044,CM028486.1_Gallus_gallus_isolate_bGalGal1_chromosome_5__whole_genome_shotgun_sequence,17,25,59506338,7,23,47731468,47731484,100.000,0,0,0.57,33.4
NC_045512.2_sliding:1002-1026,CM028495.1_Gallus_gallus_isolate_bGalGal1_chromosome_14__whole_genome_shotgun_sequence,19,25,15331188,2,20,6155460,6155442,100.000,0,0,0.040,37.2
NC_045512.2_sliding:1002-1026,CM028495.1_Gallus_gallus_isolate_bGalGal1_chromosome_14__whole_genome_shotgun_sequence,17,25,15331188,3,19,13387249,13387265,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10021-10045,CM028486.1_Gallus_gallus_isolate_bGalGal1_chromosome_5__whole_genome_shotgun_sequence,17,25,59506338,6,22,47731468,47731484,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10022-10046,CM028486.1_Gallus_gallus_isolate_bGalGal1_chromosome_5__whole_genome_shotgun_sequence,17,25,59506338,5,21,47731468,47731484,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10023-10047,CM028488.1_Gallus_gallus_isolate_bGalGal1_chromosome_7__whole_genome_shotgun_sequence,17,25,36382834,9,25,24304680,24304696,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10023-10047,CM028486.1_Gallus_gallus_isolate_bGalGal1_chromosome_5__whole_genome_shotgun_sequence,17,25,59506338,4,20,47731468,47731484,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10024-10048,CM028488.1_Gallus_gallus_isolate_bGalGal1_chromosome_7__whole_genome_shotgun_sequence,17,25,36382834,8,24,24304680,24304696,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10024-10048,CM028486.1_Gallus_gallus_isolate_bGalGal1_chromosome_5__whole_genome_shotgun_sequence,17,25,59506338,3,19,47731468,47731484,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10025-10049,CM028488.1_Gallus_gallus_isolate_bGalGal1_chromosome_7__whole_genome_shotgun_sequence,17,25,36382834,7,23,24304680,24304696,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10025-10049,CM028486.1_Gallus_gallus_isolate_bGalGal1_chromosome_5__whole_genome_shotgun_sequence,17,25,59506338,2,18,47731468,47731484,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10025-10049,CM028483.1_Gallus_gallus_isolate_bGalGal1_chromosome_2__whole_genome_shotgun_sequence,17,25,149539284,9,25,44052632,44052648,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10026-10050,CM028522.1_Gallus_gallus_isolate_bGalGal1_chromosome_Z__whole_genome_shotgun_sequence,17,25,86044486,9,25,17510821,17510805,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10026-10050,CM028490.1_Gallus_gallus_isolate_bGalGal1_chromosome_9__whole_genome_shotgun_sequence,17,25,23733309,9,25,5726249,5726233,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10026-10050,CM028489.1_Gallus_gallus_isolate_bGalGal1_chromosome_8__whole_genome_shotgun_sequence,17,25,29578256,9,25,808107,808091,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10026-10050,CM028489.1_Gallus_gallus_isolate_bGalGal1_chromosome_8__whole_genome_shotgun_sequence,17,25,29578256,9,25,11891405,11891389,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10026-10050,CM028488.1_Gallus_gallus_isolate_bGalGal1_chromosome_7__whole_genome_shotgun_sequence,17,25,36382834,6,22,24304680,24304696,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10026-10050,CM028486.1_Gallus_gallus_isolate_bGalGal1_chromosome_5__whole_genome_shotgun_sequence,17,25,59506338,1,17,47731468,47731484,100.000,0,0,0.57,33.4
NC_045512.2_sliding:10026-10050,CM028483.1_Gallus_gallus_isolate_bGalGal1_chromosome_2__whole_genome_shotgun_sequence,17,25,149539284,8,24,44052632,44052648,100.000,0,0,0.57,33.4
