NC_045512.2_sliding:1000-1024,JALIGW010000002.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_2__whole_genome_shotgun_sequence,19,25,257602178,2,20,134454417,134454435,100.000,0,0,0.067,37.2
NC_045512.2_sliding:10003-10027,JALIGW010000047.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_47__whole_genome_shotgun_sequence,18,25,4556258,8,25,1646019,1646036,100.000,0,0,0.25,35.3
NC_045512.2_sliding:10004-10028,JALIGW010000047.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_47__whole_genome_shotgun_sequence,19,25,4556258,7,25,1646019,1646037,100.000,0,0,0.067,37.2
NC_045512.2_sliding:10004-10028,JALIGW010000004.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_4__whole_genome_shotgun_sequence,18,25,86669289,8,25,40262592,40262575,100.000,0,0,0.25,35.3
NC_045512.2_sliding:10005-10029,JALIGW010000047.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_47__whole_genome_shotgun_sequence,19,25,4556258,6,24,1646019,1646037,100.000,0,0,0.067,37.2
NC_045512.2_sliding:10005-10029,JALIGW010000004.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_4__whole_genome_shotgun_sequence,18,25,86669289,7,24,40262592,40262575,100.000,0,0,0.25,35.3
NC_045512.2_sliding:10006-10030,JALIGW010000047.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_47__whole_genome_shotgun_sequence,19,25,4556258,5,23,1646019,1646037,100.000,0,0,0.067,37.2
NC_045512.2_sliding:10006-10030,JALIGW010000004.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_4__whole_genome_shotgun_sequence,18,25,86669289,6,23,40262592,40262575,100.000,0,0,0.25,35.3
NC_045512.2_sliding:10007-10031,JALIGW010000047.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_47__whole_genome_shotgun_sequence,19,25,4556258,4,22,1646019,1646037,100.000,0,0,0.067,37.2
NC_045512.2_sliding:10007-10031,JALIGW010000004.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_4__whole_genome_shotgun_sequence,18,25,86669289,5,22,40262592,40262575,100.000,0,0,0.25,35.3
NC_045512.2_sliding:10008-10032,JALIGW010000047.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_47__whole_genome_shotgun_sequence,19,25,4556258,3,21,1646019,1646037,100.000,0,0,0.067,37.2
NC_045512.2_sliding:10008-10032,JALIGW010000004.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_4__whole_genome_shotgun_sequence,18,25,86669289,4,21,40262592,40262575,100.000,0,0,0.25,35.3
NC_045512.2_sliding:10009-10033,JALIGW010000047.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_47__whole_genome_shotgun_sequence,19,25,4556258,2,20,1646019,1646037,100.000,0,0,0.067,37.2
NC_045512.2_sliding:10009-10033,JALIGW010000004.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_4__whole_genome_shotgun_sequence,18,25,86669289,3,20,40262592,40262575,100.000,0,0,0.25,35.3
NC_045512.2_sliding:10010-10034,JALIGW010000047.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_47__whole_genome_shotgun_sequence,19,25,4556258,1,19,1646019,1646037,100.000,0,0,0.067,37.2
NC_045512.2_sliding:10010-10034,JALIGW010000004.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_4__whole_genome_shotgun_sequence,18,25,86669289,2,19,40262592,40262575,100.000,0,0,0.25,35.3
NC_045512.2_sliding:1001-1025,JALIGW010000002.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_2__whole_genome_shotgun_sequence,19,25,257602178,1,19,134454417,134454435,100.000,0,0,0.067,37.2
NC_045512.2_sliding:10011-10035,JALIGW010000047.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_47__whole_genome_shotgun_sequence,18,25,4556258,1,18,1646020,1646037,100.000,0,0,0.25,35.3
NC_045512.2_sliding:10011-10035,JALIGW010000047.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_47__whole_genome_shotgun_sequence,18,25,4556258,8,25,2939155,2939138,100.000,0,0,0.25,35.3
NC_045512.2_sliding:10011-10035,JALIGW010000004.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_4__whole_genome_shotgun_sequence,18,25,86669289,1,18,40262592,40262575,100.000,0,0,0.25,35.3
NC_045512.2_sliding:10012-10036,JALIGW010000047.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_47__whole_genome_shotgun_sequence,18,25,4556258,7,24,2939155,2939138,100.000,0,0,0.25,35.3
NC_045512.2_sliding:10013-10037,JALIGW010000047.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_47__whole_genome_shotgun_sequence,18,25,4556258,6,23,2939155,2939138,100.000,0,0,0.25,35.3
NC_045512.2_sliding:10014-10038,JALIGW010000047.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_47__whole_genome_shotgun_sequence,18,25,4556258,5,22,2939155,2939138,100.000,0,0,0.25,35.3
NC_045512.2_sliding:10015-10039,JALIGW010000047.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_47__whole_genome_shotgun_sequence,18,25,4556258,4,21,2939155,2939138,100.000,0,0,0.25,35.3
NC_045512.2_sliding:10016-10040,JALIGW010000047.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_47__whole_genome_shotgun_sequence,18,25,4556258,3,20,2939155,2939138,100.000,0,0,0.25,35.3
NC_045512.2_sliding:10017-10041,JALIGW010000047.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_47__whole_genome_shotgun_sequence,18,25,4556258,2,19,2939155,2939138,100.000,0,0,0.25,35.3
NC_045512.2_sliding:10018-10042,JALIGW010000047.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_47__whole_genome_shotgun_sequence,18,25,4556258,1,18,2939155,2939138,100.000,0,0,0.25,35.3
NC_045512.2_sliding:1002-1026,JALIGW010000002.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_2__whole_genome_shotgun_sequence,18,25,257602178,1,18,134454418,134454435,100.000,0,0,0.25,35.3
NC_045512.2_sliding:10033-10057,JALIGW010000006.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_6__whole_genome_shotgun_sequence,18,25,73782097,8,25,25836706,25836689,100.000,0,0,0.25,35.3
NC_045512.2_sliding:10034-10058,JALIGW010000006.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_6__whole_genome_shotgun_sequence,18,25,73782097,7,24,25836706,25836689,100.000,0,0,0.25,35.3
NC_045512.2_sliding:10035-10059,JALIGW010000006.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_6__whole_genome_shotgun_sequence,18,25,73782097,6,23,25836706,25836689,100.000,0,0,0.25,35.3
NC_045512.2_sliding:10036-10060,JALIGW010000006.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_6__whole_genome_shotgun_sequence,18,25,73782097,5,22,25836706,25836689,100.000,0,0,0.25,35.3
NC_045512.2_sliding:10037-10061,JALIGW010000006.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_6__whole_genome_shotgun_sequence,18,25,73782097,4,21,25836706,25836689,100.000,0,0,0.25,35.3
NC_045512.2_sliding:10037-10061,JALIGW010000002.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_2__whole_genome_shotgun_sequence,18,25,257602178,8,25,184275170,184275153,100.000,0,0,0.25,35.3
NC_045512.2_sliding:10038-10062,JALIGW010000002.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_2__whole_genome_shotgun_sequence,19,25,257602178,7,25,184275170,184275152,100.000,0,0,0.067,37.2
NC_045512.2_sliding:10038-10062,JALIGW010000006.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_6__whole_genome_shotgun_sequence,18,25,73782097,3,20,25836706,25836689,100.000,0,0,0.25,35.3
NC_045512.2_sliding:10039-10063,JALIGW010000002.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_2__whole_genome_shotgun_sequence,20,25,257602178,6,25,184275170,184275151,100.000,0,0,0.018,39.1
NC_045512.2_sliding:10039-10063,JALIGW010000006.1_Diadophis_punctatus_similis_isolate_HBS135679_SCAF_6__whole_genome_shotgun_sequence,18,25,73782097,2,19,25836706,25836689,100.000,0,0,0.25,35.3
